Title,Source,Time,Link,Keywords
Canadian rent prices hit record high in June: Rentals.ca,CTV News,2023-07-13,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvYXZlcmFnZS1hc2tpbmctcHJpY2UtZm9yLWNhbmFkaWFuLXJlbnRhbC11bml0LWhpdHMtcmVjb3JkLWhpZ2gtaW4tanVuZS1yZW50YWxzLWNhLTEuNjQ3ODIyMtIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Toronto rent declines for 3rd month: Rentals.ca,CP24,2024-01-15,https://news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmNwMjQuY29tL25ld3MvcmVudC1pbi10b3JvbnRvLWRlY2xpbmVzLWZvci10aGlyZC1tb250aC1pbi1hLXJvdy1yZXBvcnQtMS42NzI2Njg50gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
FIRST READING: Canadian rents continue their ruinous move into insanity,National Post,2024-02-06,https://news.google.com/articles/CBMiWWh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9vcGluaW9uL2NhbmFkaWFuLXJlbnRzLWNvbnRpbnVlLXRoZWlyLXJ1aW5vdXMtbW92ZS1pbnRvLWluc2FuaXR50gGHAWh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9vcGluaW9uL2NhbmFkaWFuLXJlbnRzLWNvbnRpbnVlLXRoZWlyLXJ1aW5vdXMtbW92ZS1pbnRvLWluc2FuaXR5L3djbS80MWQ2ZjI2YS0wNGZkLTRkODAtODYyMy05MDFkNmI5NGU0NjMvYW1wLw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rental supply increases but demand surges,CMHC,2023-01-26,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmNtaGMtc2NobC5nYy5jYS9ibG9nLzIwMjMvcmVudGFsLXN1cHBseS1pbmNyZWFzZXMtYnV0LWRlbWFuZC1zdXJnZXPSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Here's how much is rent for one-bedroom in Toronto,CP24,2024-02-14,https://news.google.com/articles/CBMihQFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL3JlbnQtZm9yLW9uZS1iZWRyb29tcy1pbi10b3JvbnRvLWRyb3BwZWQtc2xpZ2h0bHktc2luY2UtamFudWFyeS1yZXBvcnQtMS42NzY5MTc3P2NhY2hlPXllcyUzRmNsaXBJZCUzRDg5NTYz0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Proof Point: International student cap won’t immediately cut rental demand in Canada,RBC Thought Leadership -,2024-02-13,https://news.google.com/articles/CBMidWh0dHBzOi8vdGhvdWdodGxlYWRlcnNoaXAucmJjLmNvbS9wcm9vZi1wb2ludC1pbnRlcm5hdGlvbmFsLXN0dWRlbnQtY2FwLXdvbnQtaW1tZWRpYXRlbHktY3V0LXJlbnRhbC1kZW1hbmQtaW4tY2FuYWRhL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
200 Montreal tenants have pledged to go on a rent strike this fall. Why more may join them,CBC.ca,2023-09-06,https://news.google.com/articles/CBMiTWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tb250cmVhbC9tb250cmVhbC1yZW50LXN0cmlrZS1wbGVkZ2UtMS42OTQ5OTY50gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5NDk5Njk?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"University, college students coping with high rent and scams ahead of fall semester",CBC.ca,2023-08-25,https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9raXRjaGVuZXItd2F0ZXJsb28vc3R1ZGVudHMtd2F0ZXJsb28tcmVnaW9uLXJlbnQtc2NhbXMtaG91c2luZy0xLjY5NDQ4MTnSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjk0NDgxOQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
N.S. sees fastest growing rent prices in Canada,CTV News Atlantic,2023-09-21,https://news.google.com/articles/CBMiYmh0dHBzOi8vYXRsYW50aWMuY3R2bmV3cy5jYS9ub3ZhLXNjb3RpYS1zZWVpbmctdGhlLWZhc3Rlc3QtZ3Jvd2luZy1yZW50LXByaWNlcy1pbi1jYW5hZGEtMS42NTcyNTE00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Judge who ruled for N.B. landlord in rent-reduction case owns apartment building,CBC.ca,2023-10-23,https://news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXctYnJ1bnN3aWNrL2p1ZGdlLWxhbmRsb3JkLW5ldy1icnVuc3dpY2stMS43MDAzMTM30gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcwMDMxMzc?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Housing: Foreign student cap to affect Canada's rents,CTV News,2024-01-31,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LmN0dm5ld3MuY2EvY2FuYWRhL2hlcmUtcy1ob3ctY2FuYWRhLXMtbmV3LWZvcmVpZ24tc3R1ZGVudC12aXNhLWNhcC1jb3VsZC1hZmZlY3QtcmVudHMtMS42NzQ5OTgy0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Another group of Toronto tenants refuses to pay rent, this time amid near 10% proposed hike",CBC.ca,2023-06-05,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3Rob3JuY2xpZmZlLXBhcmstdGVuYW50cy1yZW50LXN0cmlrZS1hYm92ZS1ndWlkZWxpbmUtcmVudC1pbmNyZWFzZXMtMS42ODY0MTMw0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY4NjQxMzA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"According to a new report, you're likely paying more in rent due to the increase in short-term rentals",CBC.ca,2023-09-20,https://news.google.com/articles/CBMiUmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9icml0aXNoLWNvbHVtYmlhL3Nob3J0LXRlcm0tcmVudGFsLXJlcG9ydC0xLjY5NzM1OTjSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjk3MzU5OA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent cap vs. rent subsidy — Alberta party leaders debate best approach while costs increase,CBC.ca,2023-05-10,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L3JlbnQtY2FwLXZlcnN1cy1zdWJzaWR5LWFsYmVydGEtZWxlY3Rpb24tMS42ODM3NzY40gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY4Mzc3Njg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"More B.C. renters are spending 'crisis-level' amounts on housing, rental housing index finds",CBC.ca,2023-06-20,https://news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9icml0aXNoLWNvbHVtYmlhL3JlbnRhbC1ob3VzaW5nLWluZGV4LTIwMjMtMS42ODgxOTM50gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY4ODE5Mzk?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Rent is going up more than $100 a month right now, pushing average asking price to new record",CBC News,2023-09-12,https://news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL3JlbnRhbHMtYXVndXN0LTEuNjk2MzgzOdIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42OTYzODM5?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Where to look for cheap rent in Canada, as prices soar, again",CBC.ca,2022-08-16,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9yZW50YWwtY29zdHMtaG91c2luZy1hZmZvcmRhYmxlLWNhbmFkYS0xLjY1NTE5ODTSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU1MTk4NA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Some Ontario landlords are calling for 'automatic' evictions for tenants who don't pay rent,CBC.ca,2024-03-22,https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3Rvcm9udG8tbGFuZGxvcmRzLWV2aWN0aW9uLXBldGl0aW9uLTEuNzE1MTEzMNIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS43MTUxMTMw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Edmonton may be one of the cheaper cities for rent in Canada, but will that continue?",CityNews Edmonton,2024-02-15,https://news.google.com/articles/CBMifGh0dHBzOi8vZWRtb250b24uY2l0eW5ld3MuY2EvMjAyNC8wMi8xNS9lZG1vbnRvbi1tYXktYmUtb25lLW9mLXRoZS1jaGVhcGVyLWNpdGllcy1mb3ItcmVudC1pbi1jYW5hZGEtYnV0LXdpbGwtdGhhdC1jb250aW51ZS_SAYABaHR0cHM6Ly9lZG1vbnRvbi5jaXR5bmV3cy5jYS8yMDI0LzAyLzE1L2VkbW9udG9uLW1heS1iZS1vbmUtb2YtdGhlLWNoZWFwZXItY2l0aWVzLWZvci1yZW50LWluLWNhbmFkYS1idXQtd2lsbC10aGF0LWNvbnRpbnVlL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"N.B. finished last in Maritimes in 2023 housing starts, despite cancelling rent caps",CBC.ca,2024-01-19,https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXctYnJ1bnN3aWNrL25iLWxvd2VzdC1udW1iZXItaG91c2luZy1zdGFydHMtbWFyaXRpbWVzLTIwMjMtMS43MDg4MTY20gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcwODgxNjY?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"As rents soar, tenants organize local protests. But what's needed for a national housing movement?",CBC.ca,2023-07-14,https://news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYW5hZGEtaG91c2luZy1zb2NpYWwtbW92ZW1lbnQtMS42OTA1MDcy0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5MDUwNzI?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"This senior sold his home due to interest rate hikes. Now, he can't find an affordable rental",CBC.ca,2023-10-23,https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L2NhbGdhcnktc2VuaW9ycy11bmFmZm9yZGFibGUtcmVudC1pbnRlcmVzdC1yYXRlcy0xLjcwMDE4MTfSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzAwMTgxNw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Canada's average rent price hit a new record high in January - Mortgage Rates & Mortgage Broker News in Canada,Canadian Mortgage Trends,2024-02-14,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmNhbmFkaWFubW9ydGdhZ2V0cmVuZHMuY29tLzIwMjQvMDIvYXZlcmFnZS1jYW5hZGlhbi1yZW50LXByaWNlLXJlYWNoZWQtYS1uZXctcmVjb3JkLWhpZ2gtaW4tamFudWFyeS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Canadian rent prices end 2023 at a record high, up 22% in two years - Mortgage Rates & Mortgage Broker News in ...",Canadian Mortgage Trends,2024-01-17,https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmNhbmFkaWFubW9ydGdhZ2V0cmVuZHMuY29tLzIwMjQvMDEvY2FuYWRpYW4tcmVudC1wcmljZXMtZW5kLTIwMjMtYXQtYS1yZWNvcmQtaGlnaC11cC0yMi1pbi10d28teWVhcnMv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
One-third of Canadian seniors who rent or pay a mortgage are struggling to pay their bills,The Conversation Indonesia,2022-02-21,https://news.google.com/articles/CBMifWh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS9vbmUtdGhpcmQtb2YtY2FuYWRpYW4tc2VuaW9ycy13aG8tcmVudC1vci1wYXktYS1tb3J0Z2FnZS1hcmUtc3RydWdnbGluZy10by1wYXktdGhlaXItYmlsbHMtMTc2MTIy0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent prices hit a record high in Canada—what are your rights as a tenant?,MoneySense,2023-08-11,https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3Lm1vbmV5c2Vuc2UuY2Evc3BlbmQvcmVhbC1lc3RhdGUvcmVudGluZy9ob3ctbXVjaC1jYW4tYS1sYW5kbG9yZC1pbmNyZWFzZS1yZW50L9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
'They're in crisis': Number of Nova Scotians waiting for rent supplement skyrockets,CBC.ca,2023-05-03,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9wZW5kaW5nLXJlbnQtc3VwcGxlbWVudC1hcHBsaWNhdGlvbnMtMS42ODI5NTI20gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY4Mjk1MjY?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Ontario woman, 84, with valid driver's licence told she was too old to rent a minivan",CBC.ca,2022-11-02,https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3RvbGQtdG9vLW9sZC10by1yZW50LW1pbml2YW4tZ3JlZW4tbW90aW9uLTEuNjYzMzA5MtIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42NjMzMDky?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"When my marriage shattered, I opened my home to guests to pay the bills",CBC.ca,2023-11-22,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9maXJzdC1wZXJzb24tcGF5aW5nLWd1ZXN0cy0xLjcwMzQ1ODDSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzAzNDU4MA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
The Housing Crisis in Canada – Leger,Leger,2023-08-23,https://news.google.com/articles/CBMiOmh0dHBzOi8vbGVnZXIzNjAuY29tL3N1cnZleXMvdGhlLWhvdXNpbmctY3Jpc2lzLWluLWNhbmFkYS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average rent in Canada continues to rise anually for third month,NOW Toronto,2024-01-16,https://news.google.com/articles/CBMiMGh0dHBzOi8vbm93dG9yb250by5jb20vbGlmZXN0eWxlL3JlbnQtaW4tY2FuYWRhL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Why rent inflation is much higher for rental apartments than for condos,The Globe and Mail,2024-03-11,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vaW52ZXN0aW5nL3BlcnNvbmFsLWZpbmFuY2UvaG91c2Vob2xkLWZpbmFuY2VzL2FydGljbGUtaW5mbGF0aW9uLXJlbnRhbC11bml0cy1jb25kb3Mv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Airbnbs don't cause residential rent increases: Conference Board,Business in Vancouver,2023-10-11,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LmJpdi5jb20vbmV3cy9yZWFsLWVzdGF0ZS9haXJibmJzLWRvbnQtY2F1c2UtcmVzaWRlbnRpYWwtcmVudC1pbmNyZWFzZXMtY29uZmVyZW5jZS1ib2FyZC04MjczNzQ20gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
What we can learn from Sweden’s rent control disaster,The Hub,2024-02-27,https://news.google.com/articles/CBMiYGh0dHBzOi8vdGhlaHViLmNhLzIwMjQtMDItMjcvc3RldmUtbGFmbGV1ci13aGF0LXdlLWNhbi1sZWFybi1mcm9tLXN3ZWRlbnMtcmVudC1jb250cm9sLWRpc2FzdGVyL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Are rent loans the answer to rising rent costs in Canada?,MoneySense,2023-09-26,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3Lm1vbmV5c2Vuc2UuY2Evc3BlbmQvcmVhbC1lc3RhdGUvcmVudGluZy9yZW50LWxvYW5zL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Kelowna becomes fourth most expensive city to rent in across Canada,Global News,2023-01-27,https://news.google.com/articles/CBMiZ2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS92aWRlby85NDQzMjQ0L2tlbG93bmEtYmVjb21lcy1mb3VydGgtbW9zdC1leHBlbnNpdmUtY2l0eS10by1yZW50LWluLWFjcm9zcy1jYW5hZGHSAWxodHRwczovL2dsb2JhbG5ld3MuY2EvdmlkZW8vOTQ0MzI0NC9rZWxvd25hLWJlY29tZXMtZm91cnRoLW1vc3QtZXhwZW5zaXZlLWNpdHktdG8tcmVudC1pbi1hY3Jvc3MtY2FuYWRhL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Vancouver rentals most expensive in Canada: CMHC,CityNews Vancouver,2024-01-31,https://news.google.com/articles/CBMiV2h0dHBzOi8vdmFuY291dmVyLmNpdHluZXdzLmNhLzIwMjQvMDEvMzEvdmFuY291dmVyLW1vc3QtZXhwZW5zaXZlLXBsYWNlLXRvLXJlbnQtY2FuYWRhL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent report reveals Richmond among priciest Canadian cities,Richmond News,2024-02-02,https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3LnJpY2htb25kLW5ld3MuY29tL2xvY2FsLWJ1c2luZXNzL3JpY2htb25kLXJlbnRhbC1tYXJrZXQtb25lLW9mLXRoZS1tb3N0LWV4cGVuc2l2ZS1pbi1jYW5hZGEtcmVudGFsLXJlcG9ydC04MjAzOTkz0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
What I spent last month as a Canadian university student,Maclean's,2023-03-23,https://news.google.com/articles/CBMiQmh0dHBzOi8vbWFjbGVhbnMuY2EvZWR1Y2F0aW9uL3NwZW5kaW5nLWJ1ZGdldC11bml2ZXJzaXR5LXN0dWRlbnRzL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Amid inflation, a housing crisis and conflict with Trudeau, Alberta adopted rent control — 48 years ago",CBC.ca,2023-10-19,https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L3JlbnQtY29udHJvbC1oaXN0b3J5LWFsYmVydGEtMTk3NS1sb3VnaGVlZC1naGl0dGVyLTEuNjk5MjgzNtIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42OTkyODM2?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Surging rents in Canada set new record as Alberta leads increase: report,True North,2024-02-16,https://news.google.com/articles/CBMiPWh0dHBzOi8vdG5jLm5ld3MvMjAyNC8wMi8xNi9zdXJnaW5nLXJlbnRzLW5ldy1yZWNvcmQtYWxiZXJ0YS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Entire apartment building evicted as fixed-term leases erode stock of affordable units,CBC.ca,2024-02-29,https://news.google.com/articles/CBMiiwFodHRwczovL3d3dy5jYmMuY2EvbmV3cy9jYW5hZGEvbm92YS1zY290aWEvZW50aXJlLWFwYXJ0bWVudC1idWlsZGluZy1ldmljdGVkLWFzLWZpeGVkLXRlcm0tbGVhc2VzLWVyb2RlLXN0b2NrLW9mLWFmZm9yZGFibGUtdW5pdHMtMS43MTI4MDAx0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcxMjgwMDE?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Ontario family offering two years' rent in advance, can't find a home in the GTA",CTV News,2023-07-21,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvY2FuYWRhL29udGFyaW8tZmFtaWx5LW9mZmVyaW5nLXR3by15ZWFycy1yZW50LWluLWFkdmFuY2UtY2FuLXQtZmluZC1hLWhvbWUtaW4tdGhlLWd0YS0xLjY0ODk1NDPSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Calgary rent rose 'astronomically' over the past two years, and there's no end in sight",Calgary Herald,2024-01-18,https://news.google.com/articles/CBMifWh0dHBzOi8vY2FsZ2FyeWhlcmFsZC5jb20vbmV3cy9sb2NhbC1uZXdzL2NhbGdhcnktcmVudC1yb3NlLWFzdHJvbm9taWNhbGx5LW92ZXItdGhlLXBhc3QtdHdvLXllYXJzLWFuZC10aGVyZXMtbm8tZW5kLWluLXNpZ2h00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Is it cheaper to stay in a hotel than rent in Toronto? Some are offering $2K month-long packages,Toronto Star,2023-11-29,https://news.google.com/articles/CBMimgFodHRwczovL3d3dy50aGVzdGFyLmNvbS9uZXdzL2d0YS9pcy1pdC1jaGVhcGVyLXRvLXN0YXktaW4tYS1ob3RlbC10aGFuLXJlbnQtaW4tdG9yb250by1zb21lLWFyZS1vZmZlcmluZy9hcnRpY2xlX2IwMWYyYjQ4LTlkZWUtNWQ5OC1hYzU4LWExNTc4MzQ2YTk2YS5odG1s0gGeAWh0dHBzOi8vd3d3LnRoZXN0YXIuY29tL25ld3MvZ3RhL2lzLWl0LWNoZWFwZXItdG8tc3RheS1pbi1hLWhvdGVsLXRoYW4tcmVudC1pbi10b3JvbnRvLXNvbWUtYXJlLW9mZmVyaW5nL2FydGljbGVfYjAxZjJiNDgtOWRlZS01ZDk4LWFjNTgtYTE1NzgzNDZhOTZhLmFtcC5odG1s?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Renting in Canada: Landlord and tenant board backlogs,CTV News,2024-01-26,https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvY2FuYWRhL3doYXQtcmVudGVycy1hbmQtbGFuZGxvcmRzLXNob3VsZC1rbm93LWFib3V0LWNhc2gtZm9yLWtleXMtZGVhbHMtMS42NzQzNDg00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Toronto's Rent Strike Is Growing,Jacobin magazine,2023-10-07,https://news.google.com/articles/CBMiVmh0dHBzOi8vamFjb2Jpbi5jb20vMjAyMy8xMC90b3JvbnRvLXJlbnQtc3RyaWtlLWhvdXNpbmctY3Jpc2lzLWxhbmRsb3Jkcy10ZW5hbnQtdW5pb25z0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Province caps annual rent increase well below inflation | BC Gov News,BC Gov News,2023-09-11,https://news.google.com/articles/CBMiM2h0dHBzOi8vbmV3cy5nb3YuYmMuY2EvcmVsZWFzZXMvMjAyM0hPVVMwMTEyLTAwMTQzMNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Why Canada might just need a tenant revolution,Maclean's,2023-06-08,https://news.google.com/articles/CBMiN2h0dHBzOi8vbWFjbGVhbnMuY2Evc29jaWV0eS9ob3VzaW5nLXJlbnQtY3Jpc2lzLXRlbmFudC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"How does rent control work in Ontario, and does it apply to you?",CBC.ca,2023-09-30,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2hvdy1kb2VzLXJlbnQtY29udHJvbC1pbi1vbnRhcmlvLXdvcmstMS42OTc4Njcw0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5Nzg2NzA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Renters to target MPP Michael Ford's office in push for stricter rent controls,CBC.ca,2024-02-20,https://news.google.com/articles/CBMif2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3JlbnRlcnMtdG8tdGFyZ2V0LW1wcC1taWNoYWVsLWZvcmQtcy1vZmZpY2UtaW4tcHVzaC1mb3Itc3RyaWN0ZXItcmVudC1jb250cm9scy0xLjcxMTk0NzTSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzExOTQ3NA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average cost of rent in Canada,CTV News,2024-01-15,https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvYXNraW5nLXJlbnRzLWp1bXAtOC02LWluLWRlY2VtYmVyLXRvLWhpdC1yZWNvcmQtMi0xNzgtb24tYXZlcmFnZS1yZXBvcnQtMS42NzI2NDg00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"This is how Toronto renters think the market can be fixed, and what experts think of those ideas",CBC.ca,2023-10-10,https://news.google.com/articles/CBMiUWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3Rvcm9udG8taG91c2luZy1jcmlzaXMtc29sdXRpb25zLTEuNjk4OTUzONIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42OTg5NTM4?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"A Brampton tenant has racked up $30K in unpaid rent and still won't leave, landlord says",CBC.ca,2023-12-15,https://news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2JyYW1wdG9uLXRlbmFudC11bnBhaWQtcmVudC0xLjcwNTk3NTPSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzA1OTc1Mw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Canada's international student cap may offer temporary relief on rents, some economists say",Toronto Star,2024-01-23,https://news.google.com/articles/CBMirAFodHRwczovL3d3dy50aGVzdGFyLmNvbS9idXNpbmVzcy9jYW5hZGFzLWludGVybmF0aW9uYWwtc3R1ZGVudC1jYXAtbWF5LW9mZmVyLXRlbXBvcmFyeS1yZWxpZWYtb24tcmVudHMtc29tZS1lY29ub21pc3RzLXNheS9hcnRpY2xlXzBlOTZmMGZjLWI5NDEtMTFlZS1iYmVhLTRiNTJkMmE5ZjY4ZC5odG1s0gGwAWh0dHBzOi8vd3d3LnRoZXN0YXIuY29tL2J1c2luZXNzL2NhbmFkYXMtaW50ZXJuYXRpb25hbC1zdHVkZW50LWNhcC1tYXktb2ZmZXItdGVtcG9yYXJ5LXJlbGllZi1vbi1yZW50cy1zb21lLWVjb25vbWlzdHMtc2F5L2FydGljbGVfMGU5NmYwZmMtYjk0MS0xMWVlLWJiZWEtNGI1MmQyYTlmNjhkLmFtcC5odG1s?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
